,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,target_q,actor_loss,critic_loss,success_rate
0,MetaDrive-Tut-10Env-v0,699,11.43443481692928,2001,2,2.8620333671569824,,,,0.0
1,MetaDrive-Tut-10Env-v0,637,8.915164016466669,3645,4,5.715148448944092,,,,0.0
2,MetaDrive-Tut-10Env-v0,665,9.283374930538477,4646,5,6.982586622238159,,,,0.0
3,MetaDrive-Tut-10Env-v0,684,9.905568425243443,5647,6,8.250979661941528,,,,0.0
4,MetaDrive-Tut-10Env-v0,648,9.943444350858572,6648,7,10.250266313552856,,,,0.0
5,MetaDrive-Tut-10Env-v0,593,9.48550346278368,7390,8,12.456655502319336,,,,0.0
6,MetaDrive-Tut-10Env-v0,602,9.366620297941807,8391,9,13.916815280914307,,,,0.0
7,MetaDrive-Tut-10Env-v0,602,8.815321407031353,9930,11,16.489139556884766,,,,0.0
8,MetaDrive-Tut-10Env-v0,507,8.527048439012717,10054,12,19.811492919921875,0.013403380289673805,,0.0014642818132415414,0.0
9,MetaDrive-Tut-10Env-v0,158,1.2930607126388372,11008,47,69.36590099334717,0.09328203648328781,,0.02029886469244957,0.0
10,MetaDrive-Tut-10Env-v0,95,0.822431702923355,12038,64,125.47075724601746,0.08486950397491455,,0.01215701550245285,0.0
11,MetaDrive-Tut-10Env-v0,71,0.09913059607730008,13035,95,182.26011443138123,-0.00545579195022583,0.0016598575748503208,0.8196386098861694,0.0
12,MetaDrive-Tut-10Env-v0,58,-1.7695077519921074,14007,128,237.47360134124756,0.024742182344198227,-0.11098501086235046,0.5139591693878174,0.0
13,MetaDrive-Tut-10Env-v0,51,-1.7378833131587559,15032,148,294.5998327732086,0.055576033890247345,,0.2906458377838135,0.0
14,MetaDrive-Tut-10Env-v0,44,-1.4351694846492862,16329,153,365.7372443675995,0.12070110440254211,-0.15222090482711792,0.07558168470859528,0.0
15,MetaDrive-Tut-10Env-v0,41,-1.3293495022682689,17384,155,423.8064851760864,0.14524400234222412,,0.00934738852083683,0.0
16,MetaDrive-Tut-10Env-v0,38,-1.2696972218837728,18385,156,477.93776297569275,0.12405294179916382,-0.16282090544700623,0.027818802744150162,0.0
17,MetaDrive-Tut-10Env-v0,37,-0.26337817971547284,19043,158,514.398913860321,0.2544533908367157,-0.28135329484939575,0.13171017169952393,0.0
18,MetaDrive-Tut-10Env-v0,35,5.323146182760272,20020,164,568.5499792098999,0.35343635082244873,,0.10826221108436584,0.0
19,MetaDrive-Tut-10Env-v0,33,12.589616155117849,21024,174,625.0743460655212,0.5989066958427429,,0.22124607861042023,0.0
20,MetaDrive-Tut-10Env-v0,32,19.216361991529034,22039,187,681.9748961925507,1.1464331150054932,-1.29555082321167,0.9459575414657593,0.0
