,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,167,7.225892523613768,-0.00669107774260621,2.7946369375938023,0.05678447320854339,0.05009339525221059,0.9897332156315828,0.1715632528066635,1.0006002094501103,20000,19,0,119.49248623847961,0.0
1,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,166,10.637902533393978,-0.01464745268667451,2.7441743340247715,0.03537798143553142,0.020730528907957846,1.1702945910967313,0.23635922372341156,1.0008136802758927,40000,42,1,240.89245343208313,0.0
2,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,161,12.403079463138102,-0.011695882503110438,2.6581914372933215,0.10477331910425654,0.0930774364554777,1.479330355502092,0.29575175046920776,0.9998030868096229,60000,67,2,370.8726167678833,0.0
3,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,159,15.042304244345326,-0.010831397244085867,2.5950591998222547,0.15478113310841413,0.14394973585686574,1.6584043890619888,0.3623349368572235,0.998090364306401,80000,96,3,502.233439207077,0.0
4,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,157,19.026008137655353,-0.00896318885557449,2.46244937762236,0.3853208667765825,0.37635767831711864,2.028404030108299,0.4618297815322876,1.000191725905125,100000,136,4,633.417188167572,0.0
5,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,156,19.29075041435933,-0.008341536060787547,2.3556930505312406,0.6512704795369735,0.6429289494187403,2.6369687903767978,0.6235582232475281,1.0006207668628448,120000,197,5,766.802063703537,0.0
6,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,155,16.874407018672404,-0.006674741405563859,2.2370981408999517,1.144846541682879,1.1381718008181987,4.423620617084014,0.7186044454574585,0.9998413897477664,140000,297,6,901.6638417243958,0.0
7,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,154,27.593603661615592,-0.010157956591902826,2.185521224523202,1.358734642007412,1.3485766861683284,8.211749449066627,1.277591347694397,1.000864118643296,160000,376,7,1037.0512416362762,0.0
8,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,153,37.219106705557046,-0.009718090300567639,2.0492445580470258,2.8303663360766875,2.820648247614885,9.126248908042907,1.626338243484497,0.9996836163294621,180000,457,8,1173.0322272777557,0.0
9,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,152,51.8108783281508,-0.007596301243234522,1.9621853209458864,4.440931099500411,4.4333347928829685,9.936190621669477,2.3055148124694824,0.9985881535670696,200000,537,9,1310.4200813770294,0.0
10,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,151,79.47639478379784,-0.0062614249435659405,1.8390014830308083,6.551310566144112,6.5450491483394915,19.740787876263642,3.4439990520477295,1.000659661873793,220000,620,10,1449.2745475769043,0.0
11,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,151,93.39038907561024,-0.003515960716117078,1.7718224808191643,10.909867916963039,10.906351903768686,25.81349119956677,4.0420098304748535,0.9999365144051038,240000,706,11,1589.0879900455475,0.0
12,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,150,111.15584262174897,-0.003924427321777703,1.7439144065746894,14.33366269331712,14.32973823975294,29.704994540948135,4.0975661277771,0.9993084906003414,260000,787,12,1726.2824053764343,0.0
13,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,150,111.40213064830728,-0.003804837446062802,1.6254922305926298,21.949228356434748,21.9454235627101,37.625388301030185,4.177653789520264,0.9999437589675952,280000,884,13,1864.776948928833,0.0
14,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,149,141.75091782202114,-0.0021447412389067884,1.5643978990041292,25.686382362170097,25.68423763055068,56.82551777729621,4.476470470428467,1.0000707077674376,300000,971,14,2002.6484293937683,0.0
15,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,149,168.40525201919604,-0.0007406892935530497,1.4383224687515161,31.14231594036787,31.14157523619823,73.02861287593842,5.197656631469727,1.000897511992699,320000,1054,15,2142.6788759231567,0.0
16,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,149,177.42374534606276,5.761049807262726e-05,1.3364986332563253,41.63401427146716,41.63407191985693,83.77690122799996,5.117725849151611,1.0001419444114734,340000,1142,16,2281.156169652939,0.0
17,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,148,182.2548449837537,-0.0004934246389147563,1.2670351048310597,48.66753053665161,48.66703712756817,121.6258467747615,4.579433917999268,1.0003162251833158,360000,1234,17,2419.0354404449463,0.0
18,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,148,214.30185878788478,-0.0005516140500847728,1.230509421000114,43.160044085673796,43.15949252691024,131.5458686364003,5.192389488220215,0.9998942265907923,380000,1315,18,2559.7613048553467,0.0
19,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,148,192.9530746502204,0.0002259994236131509,1.1962846575639188,51.1991450774364,51.19937117160895,170.1020536104838,3.582895278930664,0.9995754164762986,400000,1402,19,2698.8100547790527,0.0
20,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,148,204.78762295376524,-0.0003523915009095501,1.1600400562469775,49.20861327342498,49.20826089321039,198.1027495213044,3.7069389820098877,1.0007192310614463,420000,1487,20,2835.0938308238983,0.0
21,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,148,223.68279206599217,0.001227469394246164,1.086980793109307,40.57894361691597,40.58017123784774,203.9388011247684,3.407857656478882,0.9993660076306417,440000,1572,21,2972.794021129608,0.0
22,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,147,220.64940227475353,-0.0012788630848845992,1.0773160008283762,48.65206212141575,48.650783430001674,245.92094903603578,2.9108314514160156,1.0011164524616338,460000,1659,22,3109.876585483551,0.0
23,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,147,243.77117519757178,0.004800236033490644,1.0674494423927405,30.938963754360493,30.94376406425085,248.46852203271328,3.238029718399048,1.0001205401542859,480000,1742,23,3248.8949720859528,0.0
24,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,147,245.9681940520838,0.001453326280730275,1.0351764323619697,31.023148411970872,31.024601869094067,281.765316258944,2.6520514488220215,1.0006025621524224,500000,1827,24,3389.582384109497,0.0
25,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,147,252.77083035169872,0.002936594173288307,0.9067946514258018,21.870393091593034,21.87332970851507,252.73519736558964,3.271002769470215,0.9997555304796267,520000,1910,25,3528.9308495521545,0.0
26,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,147,252.31462645064053,0.009242362286656713,0.8586698921827169,32.35223221289806,32.36147456046862,353.3923369334294,2.178227186203003,1.0002080021760402,540000,1999,26,3668.5678148269653,0.0
27,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,146,254.37402884203001,0.0018995529160094568,0.8439726085234911,25.218024681775997,25.219924248793188,301.86960412049905,1.9763407707214355,0.9993627020945915,560000,2085,27,3810.164573431015,0.0
28,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,146,244.3908265757063,0.0020067797579730933,0.8258502667530989,31.617478090677505,31.6194849503346,375.8179485223232,0.8684009313583374,0.9992213809337371,580000,2175,28,3949.1384122371674,0.0
29,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,146,258.987163270949,0.007204800284204957,0.8038909425338109,14.96389292570261,14.971097732201601,343.6842824691381,1.5620062351226807,0.99990049745792,600000,2263,29,4091.443094968796,0.0
30,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,146,255.79209360645746,0.005256567533629445,0.7186039662513978,20.177305637873136,20.182562195337734,353.0473853869316,1.4924498796463013,0.9997621478942724,620000,2353,30,4233.7720584869385,0.0
31,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,146,253.78930951967982,0.003868446308367241,0.6169295670130314,19.690666775825697,19.69453520897107,419.90528942010343,1.5028245449066162,0.9999061547792875,640000,2447,31,4372.762277603149,0.0
32,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,146,261.45921725250065,0.007573684375398816,0.5280210920633414,11.76779381709221,11.775367517043383,367.12401717748395,2.1196420192718506,0.999855200602458,660000,2540,32,4510.104794740677,0.0
33,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,146,255.04220164343522,0.005736435919952316,0.5315896307810759,15.795052334895502,15.800788779442128,384.8598092397054,1.7830866575241089,1.000575072872333,680000,2638,33,4649.611718893051,0.0
34,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,146,261.88446860580876,0.00693450567449849,0.551776997706829,12.087663519688142,12.094598062527485,415.6767110335521,1.4058167934417725,1.000064991834836,700000,2734,34,4788.889311313629,0.0
35,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,146,265.1078847389136,0.0028543078549540576,0.48946535946466985,11.537458145312774,11.540312451888353,403.88879433167284,1.4796360731124878,0.9997012427219978,720000,2826,35,4929.6811900138855,0.0
36,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,145,263.6004498066785,0.006455629778643831,0.4357351514773491,11.366186373967391,11.3726419427456,397.7483793063042,1.316324234008789,0.9993432913835232,740000,2925,36,5069.655938625336,0.0
37,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,145,264.3984328165225,0.005708954819979576,0.5431738834350537,12.40719994214865,12.412908939826183,420.29193953000583,1.0123424530029297,0.9990647768362975,760000,3019,37,5210.0210127830505,0.0
38,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,145,257.28826801028777,0.0018328528445309554,0.5335262499940701,19.095849414360828,19.09768231709798,466.4564015021691,0.31792762875556946,0.9992794547325525,780000,3115,38,5352.311935186386,0.0
39,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,145,266.32816230796885,0.013960612854227806,0.4663248440776116,9.101820507416358,9.11578112810086,360.5840147067339,0.41913026571273804,1.0000924938000166,800000,3212,39,5493.500777244568,0.0
40,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,145,257.955117345775,0.008284614405308205,0.4581665581999681,18.36720935075711,18.375494081240433,444.746739363059,-0.2263471931219101,1.000891816539642,820000,3309,40,5632.259493350983,0.0
41,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,145,267.0231824154652,0.0036990321336839442,0.4099870394437741,11.225643388430278,11.22934244962839,392.295782539172,0.30678918957710266,1.0002773326941026,840000,3408,41,5771.280489206314,0.0
42,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,145,268.6395485597288,0.01718305681282893,0.32113209620882305,2.973372002901175,2.9905550516568695,326.29296103012865,0.614838719367981,0.9971654104880797,860000,3503,42,5911.638868093491,0.0
43,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,145,254.68366708165962,0.006491406122222543,0.28505535171582147,24.661395041147866,24.667886569255437,482.937067481799,-0.11114738136529922,0.9995133572664017,880000,3605,43,6052.194715261459,0.0
44,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,145,260.63738823113954,0.0113787113265015,0.20160068006505474,9.624603047737708,9.635981787168063,409.19296358059614,0.19776099920272827,0.9996672902351771,900000,3708,44,6188.0838096141815,0.0
45,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,145,264.93472853335624,0.014120249510503924,0.1898060128833048,6.380388203492531,6.394508458253664,422.5802802697206,0.8241872787475586,0.9978182652821908,920000,3810,45,6321.383103847504,0.0
46,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,145,114.04141484295891,0.0004741082248540643,0.2380612918868279,303.45213896922576,303.45261268615724,1004.8402082589956,-12.788840293884277,1.000896697395887,940000,3972,46,6453.863873958588,0.0
47,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,145,198.4663443411936,-3.2972321153069154e-05,0.3361402122829205,95.60478158608461,95.60474830285096,658.3768143971761,-3.5333023071289062,0.9999981574523144,960000,4089,47,6587.352333784103,0.0
48,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,145,259.85819999256876,0.004839100509595413,0.34251831689706214,16.39164653649697,16.396485760273077,378.0276714520577,0.48239755630493164,1.0000412532916436,980000,4182,48,6717.158978462219,0.0
49,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,146,233.87238129190325,0.005213487032466592,0.3211226222415765,49.47275112959055,49.477964724638525,490.5287382370386,-0.7492998838424683,0.9991570446735774,1000000,4285,49,6843.554412603378,0.0
50,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-1Env-v0/ppo,146,226.20600754505813,0.017014723697390693,0.24384511443666923,56.86048208016616,56.877496934548404,496.0444228930351,-0.6080617308616638,0.996483698945779,1020000,4394,50,6967.992959499359,0.0
