,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,187,9.107560770807387,-0.010877577888850982,2.7974316587814916,0.030096363462507724,0.01921878544306263,0.9470769855074394,0.1971714049577713,1.0005001699313139,20000,14,0,106.64168310165405,0.0
1,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,191,12.314162100303234,-0.018595189390441354,2.7508579559815236,0.02394681402708953,0.005351624912873376,1.1074039849619834,0.24983254075050354,1.0007312585910162,40000,36,1,208.99634838104248,0.0
2,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,194,15.019375905367854,-0.013853210131995954,2.667048428914486,0.07967629201280382,0.06582308208169893,1.3385605997573107,0.32991263270378113,0.999905185516064,60000,60,2,308.6689467430115,0.0
3,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,191,17.40615865313473,-0.007007949038122136,2.5740186917476167,0.19176959531047405,0.1847616476460527,1.5737217837037185,0.3619636595249176,0.9981616286131052,80000,92,3,418.6376235485077,0.0
4,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,189,21.257526310783433,-0.008492486641551248,2.4793184283452154,0.39015500258940916,0.3816625144440108,1.8725665071071722,0.5388572812080383,1.000112609603466,100000,132,4,528.3157103061676,0.0
5,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,187,19.94454210995259,-0.0077646666361639895,2.3746848745223805,0.7970255385988798,0.7892608707054303,2.370914561626239,0.6150972247123718,1.0002395347142832,120000,194,5,641.4124641418457,0.0
6,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,186,22.466979976097296,-0.009310010849880293,2.275988100736569,1.497937038082343,1.4886270328974112,3.4491283704073,0.9388324022293091,1.0004594955688868,140000,276,6,750.1614108085632,0.0
7,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,186,33.49714769248708,-0.006574546334106857,2.136078928372799,2.1070099819929173,2.100435443031482,5.104356683828892,1.6725205183029175,1.0013351393051637,160000,357,7,859.1506590843201,0.0
8,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,185,45.78233164929971,-0.0049282280393900015,2.0215647080005743,3.3447400530179343,3.3398118309485607,7.27430516794706,2.135880708694458,0.9996657263009976,180000,444,8,970.7930505275726,0.0
9,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-5Env-v0/ppo,184,56.09454503197111,-0.005737452791072429,1.9601588221696706,4.857607622330005,4.851870169395055,10.971963668939395,2.427527666091919,0.9988914780127697,200000,530,9,1085.1440179347992,0.0
