,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,target_q,actor_loss,critic_loss,success_rate
0,MetaDrive-Tut-50Env-v0,494,11.480666973129015,2001,2,4.046865940093994,,,,0.0
1,MetaDrive-Tut-50Env-v0,497,11.42965453603066,3002,3,6.030324935913086,,,,0.0
2,MetaDrive-Tut-50Env-v0,534,10.825612625582451,4003,4,7.4948647022247314,,,,0.0
3,MetaDrive-Tut-50Env-v0,534,10.435412866095348,5930,6,11.084882974624634,,,,0.0
4,MetaDrive-Tut-50Env-v0,549,10.823005842144322,6931,7,12.618998765945435,,,,0.0
5,MetaDrive-Tut-50Env-v0,553,10.547311690476723,7932,8,14.320573329925537,,,,0.0
6,MetaDrive-Tut-50Env-v0,557,9.315608625432139,8330,9,14.951240062713623,,,,0.0
7,MetaDrive-Tut-50Env-v0,560,9.451100426492944,9331,10,16.635138273239136,,,,0.0
8,MetaDrive-Tut-50Env-v0,473,9.247802003972744,10045,11,21.22863459587097,0.013607529923319817,-0.015196124091744423,0.0009532287949696183,0.0
9,MetaDrive-Tut-50Env-v0,144,1.0390554751596306,11002,46,76.19006252288818,0.05559226870536804,,0.20771825313568115,0.0
10,MetaDrive-Tut-50Env-v0,80,-0.48450400742287664,12398,73,154.7861545085907,0.03796534985303879,,0.18680164217948914,0.0
11,MetaDrive-Tut-50Env-v0,68,-0.5324091869518911,13002,85,188.76681876182556,0.008860635571181774,,0.527326226234436,0.0
12,MetaDrive-Tut-50Env-v0,56,-1.383250036008572,14021,114,246.88882446289062,0.09344736486673355,-0.12466251850128174,0.10152384638786316,0.0
13,MetaDrive-Tut-50Env-v0,49,0.2642416199051953,15003,138,303.35967087745667,0.11007457971572876,-0.11550672352313995,0.6070873737335205,0.0
14,MetaDrive-Tut-50Env-v0,44,4.100917590231206,16063,154,362.99607610702515,0.2313566505908966,-0.2828919589519501,0.39946186542510986,0.0
15,MetaDrive-Tut-50Env-v0,40,7.346987342029561,17048,168,418.13161611557007,0.34807106852531433,,1.0756319761276245,0.0
16,MetaDrive-Tut-50Env-v0,38,10.127226062685244,18034,184,474.0849378108978,0.7754344344139099,,0.45298367738723755,0.0
17,MetaDrive-Tut-50Env-v0,35,12.798035025175563,19004,199,528.7442586421967,1.0291976928710938,,0.7073029279708862,0.0
18,MetaDrive-Tut-50Env-v0,34,16.300520661945015,20015,210,585.3319947719574,1.4607834815979004,-1.470664381980896,0.12594619393348694,0.0
19,MetaDrive-Tut-50Env-v0,32,22.927796839521275,21294,217,656.4850697517395,1.927773356437683,,0.6918836236000061,0.0
20,MetaDrive-Tut-50Env-v0,31,28.750161038325018,22183,220,706.244482755661,2.4240684509277344,-2.5824851989746094,0.6631832718849182,0.01
21,MetaDrive-Tut-50Env-v0,30,35.50738823723553,23165,224,760.6439189910889,2.981071949005127,-3.3124752044677734,1.0118694305419922,0.03
22,MetaDrive-Tut-50Env-v0,29,42.72057295809739,24069,228,811.5209295749664,3.694517135620117,-4.049104690551758,1.0199880599975586,0.04
