,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,actor_loss,critic_loss,target_q,success_rate
48,MetaDrive-Tut-Easy-v0,212,64.04269847650355,49048,418,231.16327047348022,,0.278205543756485,8.716793060302734,0.16
49,MetaDrive-Tut-Easy-v0,212,65.24191188247012,50023,427,235.9099304676056,-9.383146286010742,0.3798099756240845,9.166048049926758,0.19
50,MetaDrive-Tut-Easy-v0,211,62.73276919839789,51090,440,241.11511611938477,,0.44567060470581055,10.189491271972656,0.2
51,MetaDrive-Tut-Easy-v0,211,61.95740733299219,52087,450,245.9939420223236,-10.965314865112305,4.052083969116211,10.957013130187988,0.24
52,MetaDrive-Tut-Easy-v0,211,59.96970789227596,53013,459,250.55053210258484,-11.741856575012207,0.3156212866306305,11.39954948425293,0.27
53,MetaDrive-Tut-Easy-v0,211,61.13170156425261,54083,467,255.77396440505981,-11.658557891845703,3.1126821041107178,11.436586380004883,0.3
54,MetaDrive-Tut-Easy-v0,211,61.55651727798736,55093,475,260.5986430644989,-12.997676849365234,12.023954391479492,12.299192428588867,0.33
55,MetaDrive-Tut-Easy-v0,211,63.13595810355618,56106,483,265.5020637512207,,0.6967209577560425,13.584291458129883,0.34
56,MetaDrive-Tut-Easy-v0,211,64.81202221652848,57043,490,270.00217032432556,-13.004650115966797,12.639017105102539,13.058063507080078,0.37
57,MetaDrive-Tut-Easy-v0,211,69.24260347756592,58014,496,274.73508167266846,,0.6007254719734192,14.142789840698242,0.43
58,MetaDrive-Tut-Easy-v0,211,73.5824452361958,59201,504,280.5151216983795,-15.390848159790039,1.2394514083862305,14.98092269897461,0.46
59,MetaDrive-Tut-Easy-v0,210,76.7603706373729,60176,510,285.1986081600189,,1.2140812873840332,16.453994750976562,0.5
60,MetaDrive-Tut-Easy-v0,210,81.42556728322094,61063,515,289.52010846138,-16.098804473876953,1.0931909084320068,15.614946365356445,0.55
61,MetaDrive-Tut-Easy-v0,210,81.1954782047933,62119,521,294.75230288505554,-17.2259521484375,1.1035692691802979,16.9562931060791,0.54
62,MetaDrive-Tut-Easy-v0,210,84.13527723066376,63082,529,299.5223927497864,,7.923673152923584,16.596717834472656,0.56
63,MetaDrive-Tut-Easy-v0,210,89.1593084256367,64064,536,304.33489871025085,,0.8853408098220825,17.005645751953125,0.6
64,MetaDrive-Tut-Easy-v0,210,89.56453133458359,65087,545,309.2920341491699,-16.779651641845703,11.532838821411133,16.006656646728516,0.6
65,MetaDrive-Tut-Easy-v0,210,92.11832685866358,66006,551,313.64555644989014,,2.4207260608673096,16.437095642089844,0.63
66,MetaDrive-Tut-Easy-v0,210,94.320972011596,67020,559,318.48895478248596,,3.388051986694336,18.998035430908203,0.65
67,MetaDrive-Tut-Easy-v0,210,95.47621494429981,68022,566,323.39747643470764,,17.451478958129883,18.58367347717285,0.68
68,MetaDrive-Tut-Easy-v0,210,96.88175470114331,69029,573,328.16936802864075,-20.34622573852539,0.7021102905273438,19.973962783813477,0.68
69,MetaDrive-Tut-Easy-v0,210,97.40527097779763,70026,581,333.0150008201599,,17.147171020507812,18.679439544677734,0.69
70,MetaDrive-Tut-Easy-v0,210,97.62552468222822,71013,589,337.84108662605286,-19.65271759033203,2.7824337482452393,20.010887145996094,0.69
71,MetaDrive-Tut-Easy-v0,210,97.08753539465611,72057,598,342.933748960495,-20.31177520751953,10.993171691894531,20.409099578857422,0.64
72,MetaDrive-Tut-Easy-v0,209,98.33016040342483,73062,606,347.99183320999146,,2.436984062194824,21.705419540405273,0.66
73,MetaDrive-Tut-Easy-v0,209,95.8658482509811,74060,615,353.06073117256165,,8.762407302856445,21.369182586669922,0.57
74,MetaDrive-Tut-Easy-v0,209,94.1832032216122,75036,624,357.9128632545471,,1.7661943435668945,21.71756362915039,0.51
75,MetaDrive-Tut-Easy-v0,209,95.0973764924603,76053,633,362.9560749530792,-22.997112274169922,3.4445817470550537,22.5803165435791,0.52
76,MetaDrive-Tut-Easy-v0,209,96.24764374167209,77093,643,368.0848822593689,-23.394014358520508,24.584449768066406,22.618209838867188,0.49
77,MetaDrive-Tut-Easy-v0,209,94.44613428640145,78067,652,372.88739824295044,-25.206857681274414,3.230351209640503,24.73763656616211,0.43
78,MetaDrive-Tut-Easy-v0,209,91.17889717168235,79065,663,377.7151749134064,-22.95578384399414,1.8534340858459473,22.782455444335938,0.35
79,MetaDrive-Tut-Easy-v0,209,88.89137249585974,80041,672,382.40998339653015,-24.272279739379883,23.848508834838867,23.45917320251465,0.28
80,MetaDrive-Tut-Easy-v0,209,85.3379551988664,81087,683,387.4814910888672,-23.401779174804688,1.5158400535583496,22.67564582824707,0.19
81,MetaDrive-Tut-Easy-v0,209,82.19485499067525,82116,694,392.50698733329773,,1.866366982460022,22.682605743408203,0.13
82,MetaDrive-Tut-Easy-v0,209,80.08136517213337,83014,703,396.84509444236755,,2.4107155799865723,24.759841918945312,0.09
83,MetaDrive-Tut-Easy-v0,209,78.56309910132805,84016,713,401.6746029853821,,2.2741289138793945,24.566375732421875,0.07
84,MetaDrive-Tut-Easy-v0,209,75.8647853469707,85092,725,407.1037495136261,,2.936171531677246,27.03240966796875,0.07
85,MetaDrive-Tut-Easy-v0,208,75.61490798679563,86085,734,412.05245089530945,-25.21160888671875,2.1875386238098145,24.805627822875977,0.05
86,MetaDrive-Tut-Easy-v0,208,75.0883715202119,87001,743,416.5608899593353,-27.74681282043457,19.902114868164062,27.479270935058594,0.04
87,MetaDrive-Tut-Easy-v0,208,75.30601776414396,88098,753,421.85853123664856,,30.85845947265625,26.268810272216797,0.04
88,MetaDrive-Tut-Easy-v0,208,76.4815919764256,89031,762,426.44751143455505,-26.85921287536621,11.68242359161377,26.582639694213867,0.04
89,MetaDrive-Tut-Easy-v0,208,76.52220994905127,90020,771,431.2837302684784,,29.01390838623047,29.211971282958984,0.03
90,MetaDrive-Tut-Easy-v0,208,78.33175957213352,91128,781,436.7707784175873,,19.16377830505371,27.79779624938965,0.05
91,MetaDrive-Tut-Easy-v0,208,79.92177767118345,92059,789,441.42533588409424,-28.786449432373047,14.48594856262207,28.14105796813965,0.07
92,MetaDrive-Tut-Easy-v0,208,82.52998831426311,93007,797,446.1752440929413,-28.986705780029297,1.9533095359802246,28.94143295288086,0.11
93,MetaDrive-Tut-Easy-v0,208,84.8230631630632,94105,806,451.63182520866394,-29.645401000976562,4.3062028884887695,29.588619232177734,0.15
94,MetaDrive-Tut-Easy-v0,208,87.41136149477171,95115,814,456.54877376556396,-30.417055130004883,3.213059186935425,29.757516860961914,0.21
95,MetaDrive-Tut-Easy-v0,208,90.79589629208269,96100,821,461.4354338645935,,2.7506890296936035,33.85439682006836,0.27
96,MetaDrive-Tut-Easy-v0,208,93.03733751329042,97126,828,466.5558850765228,,8.292476654052734,26.489551544189453,0.31
97,MetaDrive-Tut-Easy-v0,208,94.2678986767589,98023,834,471.0076198577881,-27.37435531616211,6.31357479095459,26.90084457397461,0.35
98,MetaDrive-Tut-Easy-v0,208,96.8142525135897,99138,841,476.57408690452576,,5.437821388244629,29.991588592529297,0.41
