,log_dir,frame_per_second,episode_reward,total_steps,total_episodes,total_time,target_q,actor_loss,critic_loss,success_rate
0,MetaDrive-Tut-20Env-v0,654,11.625486139748768,2001,2,3.058793783187866,,,,0.0
1,MetaDrive-Tut-20Env-v0,615,11.41029050741731,3002,3,4.881080865859985,,,,0.0
2,MetaDrive-Tut-20Env-v0,647,9.658738771917294,4757,5,7.341193675994873,,,,0.0
3,MetaDrive-Tut-20Env-v0,632,10.138623453455507,5758,6,9.096466541290283,,,,0.0
4,MetaDrive-Tut-20Env-v0,638,10.403420441866533,6759,7,10.590666770935059,,,,0.0
5,MetaDrive-Tut-20Env-v0,655,10.480575803014741,7760,8,11.829934358596802,,,,0.0
6,MetaDrive-Tut-20Env-v0,665,10.291288018967435,8761,9,13.157185077667236,,,,0.0
7,MetaDrive-Tut-20Env-v0,681,10.362958187826756,9762,10,14.316359758377075,,,,0.0
8,MetaDrive-Tut-20Env-v0,629,9.990195581422874,10056,11,15.980081796646118,0.01439900603145361,,0.0011509848991408944,0.0
9,MetaDrive-Tut-20Env-v0,179,0.7409754276912315,11001,47,61.31776785850525,0.041583772748708725,-0.038337454199790955,0.00552696967497468,0.0
10,MetaDrive-Tut-20Env-v0,93,0.4436055372760697,12304,52,130.94174098968506,-0.043987471610307693,,0.9362620115280151,0.0
11,MetaDrive-Tut-20Env-v0,75,0.5500252301730894,13043,63,171.8411922454834,0.04441990330815315,-0.027318989858031273,0.156917542219162,0.0
12,MetaDrive-Tut-20Env-v0,61,1.3984763057334388,14070,77,228.5895984172821,0.06364914029836655,,0.38030216097831726,0.0
13,MetaDrive-Tut-20Env-v0,53,2.65455173548778,15033,95,282.41593861579895,0.10906288027763367,-0.14334088563919067,0.6183949708938599,0.0
14,MetaDrive-Tut-20Env-v0,47,3.272969544714229,16027,112,338.1723208427429,0.21057745814323425,-0.24457979202270508,0.4250628352165222,0.0
15,MetaDrive-Tut-20Env-v0,43,6.967119245490386,17048,129,395.3810830116272,0.44165879487991333,,0.03696218132972717,0.0
16,MetaDrive-Tut-20Env-v0,40,11.075181380243636,18002,148,449.2287576198578,0.6338145732879639,,0.511314332485199,0.0
17,MetaDrive-Tut-20Env-v0,37,15.230201735968015,19011,168,505.94076466560364,1.0150365829467773,-1.0680840015411377,0.31390655040740967,0.0
18,MetaDrive-Tut-20Env-v0,35,17.328381149274705,20045,189,564.8139700889587,1.412334680557251,-1.559718370437622,1.0577936172485352,0.0
19,MetaDrive-Tut-20Env-v0,33,19.52169046488547,21010,209,619.2755174636841,1.8087743520736694,,1.2563186883926392,0.0
20,MetaDrive-Tut-20Env-v0,32,20.60090137770236,22052,228,678.1500351428986,2.326504707336426,,1.477477788925171,0.0
21,MetaDrive-Tut-20Env-v0,31,25.99956016749059,23094,241,736.672607421875,3.1225662231445312,,1.270952582359314,0.0
22,MetaDrive-Tut-20Env-v0,30,33.00523211001419,24018,250,788.3768930435181,3.886864185333252,,1.0219087600708008,0.0
23,MetaDrive-Tut-20Env-v0,29,38.97815947699307,25003,261,842.7622075080872,4.575047016143799,-4.743785858154297,1.1939442157745361,0.0
24,MetaDrive-Tut-20Env-v0,28,47.18677907107466,26074,271,902.6019885540009,5.204056739807129,,3.3971729278564453,0.0
25,MetaDrive-Tut-20Env-v0,28,55.19692479984673,27068,280,957.910457611084,6.415640830993652,,3.2228455543518066,0.01
26,MetaDrive-Tut-20Env-v0,27,61.94806082880423,28016,289,1011.0214154720306,7.56913423538208,,1.7849767208099365,0.01
