,log_dir,frame_per_second,episode_reward,policy_loss,entropy,value_loss,total_loss,grad_norm,adv_mean,ratio,total_steps,total_episodes,iteration,total_time,success_rate
0,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,185,9.566129289714166,-0.010029366516914124,2.7860536232972755,0.03546824134731044,0.02543887471756301,1.0461167874053503,0.19492556154727936,1.0004857306297008,20000,15,0,107.67220878601074,0.0
1,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,186,12.636506668408332,-0.01577640666256253,2.7236563297418446,0.030477928874106743,0.01470152223568547,1.2706180905111326,0.26026439666748047,1.00063781279784,40000,36,1,213.99050283432007,0.0
2,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,184,15.086271183697628,-0.011610518115906953,2.6407688544346737,0.10894099173780818,0.09733047389711898,1.5148813667014622,0.32603904604911804,0.9998095387831712,60000,62,2,325.0860984325409,0.0
3,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,182,17.950945362214597,-0.01080798112297765,2.5668498806464366,0.20554809871678933,0.19474011714725445,1.7440861912491994,0.4391081929206848,0.9980946954244222,80000,93,3,437.5102491378784,0.0
4,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,181,22.361377216886204,-0.010268365195355355,2.462351334706331,0.3968774071870706,0.38660904190455303,2.214558525956594,0.6536592841148376,1.0002239348796698,100000,132,4,549.6079366207123,0.0
5,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,180,23.513525764869364,-0.005118514441598493,2.33007820447286,0.9423018896808991,0.9371833740900725,2.8479270120843863,0.7330841422080994,1.0004916680164826,120000,200,5,664.0737648010254,0.0
6,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,178,19.113646312381245,-0.004507319108009912,2.2485635008567417,1.8563567698766024,1.8518494566281636,3.9004450298272646,0.9228494167327881,1.0003179090909469,140000,301,6,782.2879321575165,0.0
7,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,178,25.838246671073858,-0.005820459628907534,2.1715062755804797,2.6337479192477007,2.6279274558409664,5.017548448611528,1.3308650255203247,1.000627363415865,160000,407,7,897.7415056228638,0.0
8,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,178,36.299280567552415,-0.005474183269036122,2.055711375444363,3.677538991280091,3.6720648230650488,7.473375678215271,1.9051951169967651,0.9995956487380542,180000,505,8,1011.0825483798981,0.0
9,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,178,55.33122146807754,-0.00698063616366245,1.9927440611215739,3.8143002783640836,3.807319636069811,10.087499802387677,2.3005709648132324,0.9988755120680882,200000,576,9,1123.3335144519806,0.0
10,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,177,82.72298783838158,-0.005385570428692378,1.907235104456926,6.676606148939866,6.671220566064884,16.450730451253744,3.5565803050994873,1.0008555604097171,220000,652,10,1238.7787346839905,0.01
11,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,177,101.61470841166812,-0.004759038589560451,1.8545352883827992,10.392954673522558,10.3881956412242,26.56475822375371,3.723597526550293,0.9992009605352695,240000,735,11,1349.9632296562195,0.02
12,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,177,110.75095778248345,-0.005244569340720773,1.788454948174648,12.67377367508717,12.668529076453966,36.052446298110176,3.689025402069092,1.0003465266563953,260000,814,12,1467.6624763011932,0.02
13,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,176,125.12871459712875,-0.0051120852454541585,1.7145596394172082,15.544513383889809,15.539401309306806,49.70627849224286,3.935971736907959,0.9999384783781492,280000,890,13,1587.3879249095917,0.03
14,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,175,128.0416902824162,-0.004651906126393722,1.6492398612010173,22.303853953190337,22.299202097379244,67.73569305737813,3.6050992012023926,0.9998968987892836,300000,978,14,1705.0379214286804,0.03
15,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,175,149.62401328986206,-0.004692933517388809,1.5068058750568292,28.129240992130377,28.124548096534532,102.39352670816275,4.43877649307251,1.0010111843928313,320000,1068,15,1824.444289445877,0.03
16,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,175,127.84181837737802,-0.004525395820084482,1.4114844623284462,33.60228433609009,33.59775902674748,127.6874417598431,3.7596609592437744,0.9994608897429246,340000,1176,16,1942.2131078243256,0.03
17,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,174,137.64522158518358,-0.0030484219720491616,1.3696386989874718,37.04650266353901,37.0434543071649,159.32015130947798,3.5844078063964844,0.9994582688197111,360000,1281,17,2062.5829083919525,0.0
18,/home/yingqi/assignment-2022fall/assignment3/MetaDrive-Tut-20Env-v0/ppo,174,145.70387523755898,-0.0026559749188331456,1.2838108866642683,43.46204772851406,43.45939178711329,186.68619749607183,3.6050851345062256,0.9993217972608713,380000,1394,18,2180.4402210712433,0.05
